id,streamer,count,timestamp
1,esl_lol,144913,2015-03-13T07:26:58
1,esl_lol,145896,2015-03-13T07:28:00
1,esl_lol,148041,2015-03-13T07:29:00
1,esl_lol,148242,2015-03-13T07:30:01
1,esl_lol,148242,2015-03-13T07:31:02
1,esl_lol,149695,2015-03-13T07:32:03
1,esl_lol,151647,2015-03-13T07:33:04
1,esl_lol,151728,2015-03-13T07:34:04
1,esl_lol,151785,2015-03-13T07:35:06
1,esl_lol,153196,2015-03-13T07:36:06
1,esl_lol,153676,2015-03-13T07:37:07
1,esl_lol,154611,2015-03-13T07:38:08
1,esl_lol,155459,2015-03-13T07:39:09
1,esl_lol,157131,2015-03-13T07:40:10
1,esl_lol,157866,2015-03-13T07:41:11
1,esl_lol,158723,2015-03-13T07:42:12
1,esl_lol,159454,2015-03-13T07:43:13
1,esl_lol,159454,2015-03-13T07:44:14
1,esl_lol,161722,2015-03-13T07:45:15
1,esl_lol,161722,2015-03-13T07:46:16
1,esl_lol,163747,2015-03-13T07:47:17
1,esl_lol,163877,2015-03-13T07:48:18
1,esl_lol,164337,2015-03-13T07:49:19
1,esl_lol,164337,2015-03-13T07:50:20
1,esl_lol,162119,2015-03-13T07:51:20
1,esl_lol,154913,2015-03-13T07:52:21
1,esl_lol,151150,2015-03-13T07:53:22
1,esl_lol,150100,2015-03-13T07:54:23
1,esl_lol,149652,2015-03-13T07:55:24
1,esl_lol,149231,2015-03-13T07:56:25
1,esl_lol,149581,2015-03-13T07:57:26
1,esl_lol,149993,2015-03-13T07:58:26
1,esl_lol,150387,2015-03-13T07:59:28
1,esl_lol,151114,2015-03-13T08:00:28
1,esl_lol,150190,2015-03-13T08:01:30
1,esl_lol,150100,2015-03-13T08:02:31
1,esl_lol,147834,2015-03-13T08:03:31
1,esl_lol,146718,2015-03-13T08:04:32
1,esl_lol,146969,2015-03-13T08:05:33
1,esl_lol,147296,2015-03-13T08:06:34
1,esl_lol,145556,2015-03-13T08:07:35
1,esl_lol,137254,2015-03-13T08:08:36
1,esl_lol,136619,2015-03-13T08:09:37
1,esl_lol,136619,2015-03-13T08:10:38
1,esl_lol,135704,2015-03-13T08:11:39
1,esl_lol,135704,2015-03-13T08:12:39
1,esl_lol,139752,2015-03-13T08:13:41
1,esl_lol,145852,2015-03-13T08:14:42
1,esl_lol,147866,2015-03-13T08:15:43
1,esl_lol,150018,2015-03-13T08:16:43
1,esl_lol,152688,2015-03-13T08:17:44
1,esl_lol,157092,2015-03-13T08:18:45
1,esl_lol,158224,2015-03-13T08:19:46
1,esl_lol,158903,2015-03-13T08:20:47
1,esl_lol,161986,2015-03-13T08:21:48
1,esl_lol,163535,2015-03-13T08:22:49
1,esl_lol,164454,2015-03-13T08:23:50
1,esl_lol,165849,2015-03-13T08:24:51
1,esl_lol,165849,2015-03-13T08:25:52
1,esl_lol,168368,2015-03-13T08:26:53
1,esl_lol,169420,2015-03-13T08:27:54
1,esl_lol,170240,2015-03-13T08:28:55
1,esl_lol,170240,2015-03-13T08:29:56
1,esl_lol,172421,2015-03-13T08:30:57
1,esl_lol,175798,2015-03-13T08:31:57
1,esl_lol,176702,2015-03-13T08:32:58
1,esl_lol,178287,2015-03-13T08:34:00
1,esl_lol,178801,2015-03-13T08:35:01
1,esl_lol,180500,2015-03-13T08:36:01
1,esl_lol,181378,2015-03-13T08:37:03
1,esl_lol,181738,2015-03-13T08:38:03
1,esl_lol,181909,2015-03-13T08:39:04
1,esl_lol,184636,2015-03-13T08:40:05
1,esl_lol,188413,2015-03-13T08:41:06
1,esl_lol,190536,2015-03-13T08:42:07
1,esl_lol,190536,2015-03-13T08:43:08
1,esl_lol,194564,2015-03-13T08:44:09
1,esl_lol,197110,2015-03-13T08:45:10
1,esl_lol,198597,2015-03-13T08:46:11
1,esl_lol,200356,2015-03-13T08:47:12
1,esl_lol,201941,2015-03-13T08:48:13
1,esl_lol,203902,2015-03-13T08:49:13
1,esl_lol,203902,2015-03-13T08:50:14
1,esl_lol,206646,2015-03-13T08:51:15
1,esl_lol,207089,2015-03-13T08:52:16
1,esl_lol,207949,2015-03-13T08:53:17
1,esl_lol,209746,2015-03-13T08:54:18
1,esl_lol,215900,2015-03-13T08:55:19
1,esl_lol,218386,2015-03-13T08:56:20
1,esl_lol,219940,2015-03-13T08:57:21
1,esl_lol,219700,2015-03-13T08:58:22
1,esl_lol,219071,2015-03-13T08:59:23
1,esl_lol,219040,2015-03-13T09:00:23
1,esl_lol,218329,2015-03-13T09:01:24
1,esl_lol,220687,2015-03-13T09:02:25
1,esl_lol,220687,2015-03-13T09:03:26
1,esl_lol,220796,2015-03-13T09:04:27
1,esl_lol,220796,2015-03-13T09:05:28
1,esl_lol,222690,2015-03-13T09:06:29
1,esl_lol,221030,2015-03-13T09:07:30
1,esl_lol,219137,2015-03-13T09:08:31
1,esl_lol,218144,2015-03-13T09:09:32
1,esl_lol,216055,2015-03-13T09:10:33
1,esl_lol,215760,2015-03-13T09:11:34
1,esl_lol,215950,2015-03-13T09:12:35
1,esl_lol,215326,2015-03-13T09:13:36
1,esl_lol,215462,2015-03-13T09:14:37
1,esl_lol,216314,2015-03-13T09:15:38
1,esl_lol,216314,2015-03-13T09:16:39
1,esl_lol,217498,2015-03-13T09:17:39
1,esl_lol,217370,2015-03-13T09:18:40
1,esl_lol,218056,2015-03-13T09:19:41
1,esl_lol,218108,2015-03-13T09:20:42
1,esl_lol,218613,2015-03-13T09:21:43
1,esl_lol,219094,2015-03-13T09:22:44
1,esl_lol,203839,2015-03-13T09:23:45
1,esl_lol,199700,2015-03-13T09:24:46
1,esl_lol,194164,2015-03-13T09:25:49
1,esl_lol,189480,2015-03-13T09:26:50
1,esl_lol,187989,2015-03-13T09:27:50
1,esl_lol,184701,2015-03-13T09:28:51
1,esl_lol,183344,2015-03-13T09:29:52
1,esl_lol,182424,2015-03-13T09:30:53
1,esl_lol,180212,2015-03-13T09:31:54
1,esl_lol,180212,2015-03-13T09:32:55
1,esl_lol,179827,2015-03-13T09:33:56
1,esl_lol,179459,2015-03-13T09:34:56
1,esl_lol,179828,2015-03-13T09:35:58
1,esl_lol,179153,2015-03-13T09:36:58
1,esl_lol,178061,2015-03-13T09:38:00
1,esl_lol,177521,2015-03-13T09:39:01
1,esl_lol,176706,2015-03-13T09:40:01
1,esl_lol,176604,2015-03-13T09:41:02
1,esl_lol,176350,2015-03-13T09:42:03
1,esl_lol,173421,2015-03-13T09:43:04
1,esl_lol,171734,2015-03-13T09:44:05
1,esl_lol,172085,2015-03-13T09:45:06
1,esl_lol,173779,2015-03-13T09:46:07
1,esl_lol,177224,2015-03-13T09:47:08
1,esl_lol,177224,2015-03-13T09:48:09
1,esl_lol,183347,2015-03-13T09:49:10
1,esl_lol,183405,2015-03-13T09:50:11
1,esl_lol,185783,2015-03-13T09:51:12
1,esl_lol,190037,2015-03-13T09:52:13
1,esl_lol,191270,2015-03-13T09:53:14
1,esl_lol,192296,2015-03-13T09:54:15
1,esl_lol,194799,2015-03-13T09:55:16
1,esl_lol,198937,2015-03-13T09:56:17
1,esl_lol,201022,2015-03-13T09:57:18
1,esl_lol,202100,2015-03-13T09:58:19
1,esl_lol,203222,2015-03-13T09:59:20
1,esl_lol,206954,2015-03-13T10:00:20
1,esl_lol,208170,2015-03-13T10:01:21
1,esl_lol,212113,2015-03-13T10:02:22
1,esl_lol,208224,2015-03-13T10:03:23
1,esl_lol,211724,2015-03-13T10:04:24
1,esl_lol,213069,2015-03-13T10:05:24
1,esl_lol,216130,2015-03-13T10:06:25
1,esl_lol,218072,2015-03-13T10:07:26
1,esl_lol,221226,2015-03-13T10:08:27
1,esl_lol,221226,2015-03-13T10:09:28
1,esl_lol,222538,2015-03-13T10:10:29
1,esl_lol,222538,2015-03-13T10:11:30
1,esl_lol,223420,2015-03-13T10:12:31
1,esl_lol,225666,2015-03-13T10:13:32
1,esl_lol,226307,2015-03-13T10:14:33
1,esl_lol,227423,2015-03-13T10:15:34
1,esl_lol,229341,2015-03-13T10:16:35
1,esl_lol,229711,2015-03-13T10:17:36
1,esl_lol,230721,2015-03-13T10:18:36
1,esl_lol,232489,2015-03-13T10:19:37
1,esl_lol,233682,2015-03-13T10:20:39
1,esl_lol,233568,2015-03-13T10:21:40
1,esl_lol,235250,2015-03-13T10:22:42
1,esl_lol,236637,2015-03-13T10:23:42
1,esl_lol,236637,2015-03-13T10:24:43
1,esl_lol,238347,2015-03-13T10:25:44
1,esl_lol,239879,2015-03-13T10:26:45
1,esl_lol,240737,2015-03-13T10:27:46
1,esl_lol,238598,2015-03-13T10:28:46
1,esl_lol,238803,2015-03-13T10:29:47
1,esl_lol,238803,2015-03-13T10:30:48
1,esl_lol,238861,2015-03-13T10:31:49
1,esl_lol,238819,2015-03-13T10:32:50
1,esl_lol,239353,2015-03-13T10:33:51
1,esl_lol,239278,2015-03-13T10:34:52
1,esl_lol,235653,2015-03-13T10:35:53
1,esl_lol,236303,2015-03-13T10:36:54
1,esl_lol,236840,2015-03-13T10:37:55
1,esl_lol,233111,2015-03-13T10:38:56
1,esl_lol,233111,2015-03-13T10:39:57
1,esl_lol,215716,2015-03-13T10:40:58
1,esl_lol,210524,2015-03-13T10:41:59
1,esl_lol,209604,2015-03-13T10:43:00
1,esl_lol,208148,2015-03-13T10:44:01
1,esl_lol,205841,2015-03-13T10:45:02
1,esl_lol,204231,2015-03-13T10:46:03
1,esl_lol,203170,2015-03-13T10:47:04
1,esl_lol,201233,2015-03-13T10:48:06
1,esl_lol,201233,2015-03-13T10:49:07
1,esl_lol,198901,2015-03-13T10:50:08
1,esl_lol,198246,2015-03-13T10:51:08
1,esl_lol,193124,2015-03-13T10:52:09
1,esl_lol,191300,2015-03-13T10:53:10
1,esl_lol,188685,2015-03-13T10:54:11
1,esl_lol,188153,2015-03-13T10:55:12
1,esl_lol,188206,2015-03-13T10:56:13
1,esl_lol,183513,2015-03-13T10:57:13
1,esl_lol,183278,2015-03-13T10:58:14
1,esl_lol,186068,2015-03-13T10:59:15
1,esl_lol,187600,2015-03-13T11:00:16
1,esl_lol,188598,2015-03-13T11:01:17
1,esl_lol,190810,2015-03-13T11:02:18
1,esl_lol,192420,2015-03-13T11:03:19
1,esl_lol,194219,2015-03-13T11:04:20
1,esl_lol,195731,2015-03-13T11:05:21
1,esl_lol,196099,2015-03-13T11:06:22
1,esl_lol,197363,2015-03-13T11:07:22
1,esl_lol,199776,2015-03-13T11:08:23
1,esl_lol,201349,2015-03-13T11:09:24
1,esl_lol,204144,2015-03-13T11:10:25
1,esl_lol,204947,2015-03-13T11:11:26
1,esl_lol,208021,2015-03-13T11:12:27
1,esl_lol,209345,2015-03-13T11:13:28
1,esl_lol,210196,2015-03-13T11:14:29
1,esl_lol,212707,2015-03-13T11:15:30
1,esl_lol,211680,2015-03-13T11:16:31
1,esl_lol,215190,2015-03-13T11:17:32
1,esl_lol,216576,2015-03-13T11:18:33
1,esl_lol,219607,2015-03-13T11:19:34
1,esl_lol,219607,2015-03-13T11:20:35
1,esl_lol,223211,2015-03-13T11:21:36
1,esl_lol,224475,2015-03-13T11:22:37
1,esl_lol,225266,2015-03-13T11:23:38
1,esl_lol,226499,2015-03-13T11:24:39
1,esl_lol,226974,2015-03-13T11:25:40
1,esl_lol,228256,2015-03-13T11:26:41
1,esl_lol,231246,2015-03-13T11:27:41
1,esl_lol,232411,2015-03-13T11:28:42
1,esl_lol,234140,2015-03-13T11:29:43
1,esl_lol,235399,2015-03-13T11:30:44
1,esl_lol,237049,2015-03-13T11:31:45
1,esl_lol,238250,2015-03-13T11:32:46
1,esl_lol,238250,2015-03-13T11:33:46
1,esl_lol,239518,2015-03-13T11:34:47
1,esl_lol,239864,2015-03-13T11:35:48
1,esl_lol,241167,2015-03-13T11:36:49
1,esl_lol,241147,2015-03-13T11:37:50
1,esl_lol,241147,2015-03-13T11:38:51
1,esl_lol,241113,2015-03-13T11:39:52
1,esl_lol,242172,2015-03-13T11:40:53
1,esl_lol,242848,2015-03-13T11:41:54
1,esl_lol,242805,2015-03-13T11:42:55
1,esl_lol,244690,2015-03-13T11:43:56
1,esl_lol,245761,2015-03-13T11:44:57
1,esl_lol,245114,2015-03-13T11:45:58
1,esl_lol,245179,2015-03-13T11:46:58
1,esl_lol,246462,2015-03-13T11:48:00
1,esl_lol,246266,2015-03-13T11:49:01
1,esl_lol,246266,2015-03-13T11:50:02
1,esl_lol,248211,2015-03-13T11:51:03
1,esl_lol,247956,2015-03-13T11:52:03
1,esl_lol,248297,2015-03-13T11:53:04
1,esl_lol,249296,2015-03-13T11:54:05
1,esl_lol,250276,2015-03-13T11:55:06
1,esl_lol,251535,2015-03-13T11:56:07
1,esl_lol,251540,2015-03-13T11:57:08
1,esl_lol,252535,2015-03-13T11:58:09
1,esl_lol,252672,2015-03-13T11:59:10
1,esl_lol,252972,2015-03-13T12:00:11
1,esl_lol,253487,2015-03-13T12:01:12
1,esl_lol,254783,2015-03-13T12:02:13
1,esl_lol,255019,2015-03-13T12:03:13
1,esl_lol,255851,2015-03-13T12:04:15
1,esl_lol,249334,2015-03-13T12:05:16
1,esl_lol,229442,2015-03-13T12:06:17
1,esl_lol,223987,2015-03-13T12:07:18
1,esl_lol,218937,2015-03-13T12:08:19
1,esl_lol,218292,2015-03-13T12:09:20
1,esl_lol,217536,2015-03-13T12:10:21
1,esl_lol,212135,2015-03-13T12:11:22
1,esl_lol,212135,2015-03-13T12:12:23
1,esl_lol,205454,2015-03-13T12:13:24
1,esl_lol,205647,2015-03-13T12:14:25
1,esl_lol,205647,2015-03-13T12:15:25
1,esl_lol,204214,2015-03-13T12:16:27
1,esl_lol,203497,2015-03-13T12:17:27
1,esl_lol,203596,2015-03-13T12:18:28
1,esl_lol,197959,2015-03-13T12:19:29
1,esl_lol,197612,2015-03-13T12:20:30
1,esl_lol,197348,2015-03-13T12:21:31
1,esl_lol,196640,2015-03-13T12:22:32
1,esl_lol,196829,2015-03-13T12:23:33
1,esl_lol,192237,2015-03-13T12:24:34
1,esl_lol,191431,2015-03-13T12:25:35
1,esl_lol,197529,2015-03-13T12:26:36
1,esl_lol,199274,2015-03-13T12:27:37
1,esl_lol,202749,2015-03-13T12:28:38
1,esl_lol,203509,2015-03-13T12:29:39
1,esl_lol,206067,2015-03-13T12:30:40
1,esl_lol,209191,2015-03-13T12:31:41
1,esl_lol,211526,2015-03-13T12:32:42
1,esl_lol,213241,2015-03-13T12:33:43
1,esl_lol,216843,2015-03-13T12:34:44
1,esl_lol,217347,2015-03-13T12:35:45
1,esl_lol,217404,2015-03-13T12:36:46
1,esl_lol,219222,2015-03-13T12:37:47
1,esl_lol,219562,2015-03-13T12:38:48
1,esl_lol,220093,2015-03-13T12:39:49
1,esl_lol,223380,2015-03-13T12:40:50
1,esl_lol,224094,2015-03-13T12:41:51
1,esl_lol,225200,2015-03-13T12:42:52
1,esl_lol,225925,2015-03-13T12:43:53
1,esl_lol,227911,2015-03-13T12:44:54
1,esl_lol,227911,2015-03-13T12:45:55
1,esl_lol,232409,2015-03-13T12:46:56
1,esl_lol,233207,2015-03-13T12:47:57
1,esl_lol,236715,2015-03-13T12:48:58
1,esl_lol,238810,2015-03-13T12:49:59
1,esl_lol,239572,2015-03-13T12:50:59
1,esl_lol,239443,2015-03-13T12:52:00
1,esl_lol,240886,2015-03-13T12:53:01
1,esl_lol,242367,2015-03-13T12:54:02
1,esl_lol,245956,2015-03-13T12:55:03
1,esl_lol,246760,2015-03-13T12:56:04
1,esl_lol,250527,2015-03-13T12:57:04
1,esl_lol,251611,2015-03-13T12:58:05
1,esl_lol,252012,2015-03-13T12:59:06
1,esl_lol,253739,2015-03-13T13:00:07
1,esl_lol,253514,2015-03-13T13:01:08
1,esl_lol,255837,2015-03-13T13:02:09
1,esl_lol,256258,2015-03-13T13:03:09
1,esl_lol,256969,2015-03-13T13:04:10
1,esl_lol,258303,2015-03-13T13:05:11
2,esl_lol,0,2015-03-14T06:31:12
2,esl_lol,11949,2015-03-14T06:32:53
2,esl_lol,12326,2015-03-14T06:34:34
2,esl_lol,14480,2015-03-14T06:36:16
2,esl_lol,15405,2015-03-14T06:37:57
2,esl_lol,16351,2015-03-14T06:39:38
2,esl_lol,17859,2015-03-14T06:41:20
2,esl_lol,19296,2015-03-14T06:43:01
2,esl_lol,21036,2015-03-14T06:44:42
2,esl_lol,21777,2015-03-14T06:46:23
2,esl_lol,24989,2015-03-14T06:48:05
2,esl_lol,27309,2015-03-14T06:49:46
2,esl_lol,28544,2015-03-14T06:51:28
2,esl_lol,29844,2015-03-14T06:53:09
2,esl_lol,33596,2015-03-14T06:54:50
2,esl_lol,35787,2015-03-14T06:56:33
2,esl_lol,40551,2015-03-14T06:58:14
2,esl_lol,43603,2015-03-14T06:59:56
2,esl_lol,48504,2015-03-14T07:01:37
2,esl_lol,57612,2015-03-14T07:03:19
2,esl_lol,62731,2015-03-14T07:05:00
2,esl_lol,66331,2015-03-14T07:06:42
2,esl_lol,70938,2015-03-14T07:08:23
2,esl_lol,73033,2015-03-14T07:10:05
2,esl_lol,79420,2015-03-14T07:11:47
2,esl_lol,82415,2015-03-14T07:13:28
2,esl_lol,84569,2015-03-14T07:15:09
2,esl_lol,89116,2015-03-14T07:16:51
2,esl_lol,95039,2015-03-14T07:18:32
2,esl_lol,93955,2015-03-14T07:20:14
2,esl_lol,98400,2015-03-14T07:21:55
2,esl_lol,102347,2015-03-14T07:23:37
2,esl_lol,105865,2015-03-14T07:25:18
2,esl_lol,107483,2015-03-14T07:26:59
2,esl_lol,110829,2015-03-14T07:28:41
2,esl_lol,113912,2015-03-14T07:30:22
2,esl_lol,116385,2015-03-14T07:32:03
2,esl_lol,118491,2015-03-14T07:33:44
2,esl_lol,120437,2015-03-14T07:35:26
2,esl_lol,126503,2015-03-14T07:37:07
2,esl_lol,129943,2015-03-14T07:38:49
2,esl_lol,136470,2015-03-14T07:40:30
2,esl_lol,138642,2015-03-14T07:42:11
2,esl_lol,145958,2015-03-14T07:43:53
2,esl_lol,146943,2015-03-14T07:45:35
2,esl_lol,148798,2015-03-14T07:47:16
2,esl_lol,151236,2015-03-14T07:48:57
2,esl_lol,151453,2015-03-14T07:50:39
2,esl_lol,153502,2015-03-14T07:52:20
2,esl_lol,156438,2015-03-14T07:54:01
2,esl_lol,157941,2015-03-14T07:55:42
2,esl_lol,159310,2015-03-14T07:57:24
2,esl_lol,159673,2015-03-14T07:59:05
2,esl_lol,160999,2015-03-14T08:00:47
2,esl_lol,160552,2015-03-14T08:02:28
2,esl_lol,151522,2015-03-14T08:04:10
2,esl_lol,143242,2015-03-14T08:05:51
2,esl_lol,139708,2015-03-14T08:07:32
2,esl_lol,138366,2015-03-14T08:09:13
2,esl_lol,136784,2015-03-14T08:10:55
2,esl_lol,134820,2015-03-14T08:12:37
2,esl_lol,134966,2015-03-14T08:14:18
2,esl_lol,135560,2015-03-14T08:16:00
2,esl_lol,133670,2015-03-14T08:17:41
2,esl_lol,133361,2015-03-14T08:19:23
2,esl_lol,133474,2015-03-14T08:21:04
2,esl_lol,130316,2015-03-14T08:22:45
2,esl_lol,131539,2015-03-14T08:24:27
2,esl_lol,133859,2015-03-14T08:26:09
2,esl_lol,136501,2015-03-14T08:27:50
2,esl_lol,140706,2015-03-14T08:29:32
2,esl_lol,142450,2015-03-14T08:31:13
2,esl_lol,145303,2015-03-14T08:32:54
2,esl_lol,146889,2015-03-14T08:34:36
2,esl_lol,148224,2015-03-14T08:36:17
2,esl_lol,150681,2015-03-14T08:37:58
2,esl_lol,150563,2015-03-14T08:39:39
2,esl_lol,153650,2015-03-14T08:41:20
2,esl_lol,155712,2015-03-14T08:43:02
2,esl_lol,154131,2015-03-14T08:44:43
2,esl_lol,159015,2015-03-14T08:46:25
2,esl_lol,161054,2015-03-14T08:48:06
2,esl_lol,161697,2015-03-14T08:49:47
2,esl_lol,165735,2015-03-14T08:51:29
2,esl_lol,168352,2015-03-14T08:53:10
2,esl_lol,168924,2015-03-14T08:54:51
2,esl_lol,169889,2015-03-14T08:56:32
2,esl_lol,172092,2015-03-14T08:58:14
2,esl_lol,172324,2015-03-14T08:59:55
2,esl_lol,174922,2015-03-14T09:01:36
2,esl_lol,177662,2015-03-14T09:03:18
2,esl_lol,178055,2015-03-14T09:04:59
2,esl_lol,179268,2015-03-14T09:06:41
2,esl_lol,180779,2015-03-14T09:08:22
2,esl_lol,183205,2015-03-14T09:10:03
2,esl_lol,185126,2015-03-14T09:11:45
2,esl_lol,185117,2015-03-14T09:13:26
2,esl_lol,188442,2015-03-14T09:15:07
2,esl_lol,191041,2015-03-14T09:16:48
2,esl_lol,191969,2015-03-14T09:18:29
2,esl_lol,194116,2015-03-14T09:20:10
2,esl_lol,194990,2015-03-14T09:21:52
2,esl_lol,197964,2015-03-14T09:23:32
2,esl_lol,197744,2015-03-14T09:25:14
2,esl_lol,193588,2015-03-14T09:26:55
2,esl_lol,180778,2015-03-14T09:28:37
2,esl_lol,176386,2015-03-14T09:30:18
2,esl_lol,168934,2015-03-14T09:32:00
2,esl_lol,166384,2015-03-14T09:33:41
2,esl_lol,166443,2015-03-14T09:35:22
2,esl_lol,167556,2015-03-14T09:37:03
2,esl_lol,165171,2015-03-14T09:38:45
2,esl_lol,164259,2015-03-14T09:40:26
2,esl_lol,163375,2015-03-14T09:42:08
2,esl_lol,163465,2015-03-14T09:43:49
2,esl_lol,160335,2015-03-14T09:45:30
2,esl_lol,164353,2015-03-14T09:47:11
2,esl_lol,166997,2015-03-14T09:48:53
2,esl_lol,170420,2015-03-14T09:50:34
2,esl_lol,174341,2015-03-14T09:52:17
2,esl_lol,180136,2015-03-14T09:53:58
2,esl_lol,183885,2015-03-14T09:55:40
2,esl_lol,189331,2015-03-14T09:57:22
2,esl_lol,192969,2015-03-14T09:59:03
2,esl_lol,194453,2015-03-14T10:00:45
2,esl_lol,203116,2015-03-14T10:02:27
2,esl_lol,205987,2015-03-14T10:04:09
2,esl_lol,208861,2015-03-14T10:05:50
2,esl_lol,213270,2015-03-14T10:07:32
2,esl_lol,216222,2015-03-14T10:09:13
2,esl_lol,221360,2015-03-14T10:10:55
2,esl_lol,227605,2015-03-14T10:12:36
2,esl_lol,227643,2015-03-14T10:14:17
2,esl_lol,233055,2015-03-14T10:15:58
2,esl_lol,233864,2015-03-14T10:17:40
2,esl_lol,235928,2015-03-14T10:19:21
2,esl_lol,238411,2015-03-14T10:21:03
2,esl_lol,242857,2015-03-14T10:22:44
2,esl_lol,243974,2015-03-14T10:24:25
2,esl_lol,244717,2015-03-14T10:26:07
2,esl_lol,259456,2015-03-14T10:27:48
2,esl_lol,259548,2015-03-14T10:29:29
2,esl_lol,263174,2015-03-14T10:31:11
2,esl_lol,261550,2015-03-14T10:32:52
2,esl_lol,264712,2015-03-14T10:34:34
2,esl_lol,264197,2015-03-14T10:36:15
2,esl_lol,265081,2015-03-14T10:37:57
2,esl_lol,267134,2015-03-14T10:39:38
2,esl_lol,270975,2015-03-14T10:41:20
